"LABID","PT","PEN","AMO","MER","TAX","CFT","CFX","PEN_MIC_MM","AMO_MIC_MM","MER_MIC_MM","TAX_MIC_MM","CFT_MIC_MM","CFX_MIC_MM","PEN_MIC_RF","AMO_MIC_RF","MER_MIC_RF","TAX_MIC_RF","CFT_MIC_RF","CFX_MIC_RF","Platform"
"5348-00","0-0-2","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"5350-00","23-26-34","0.06","0.06","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"5351-00","15-12-18","2","1","0.5","0.5",NA,"4","4","2","1","2","1","4","2.77","1.93","0.58","1.2","1.07","3.85","HiSeq"
"5352-00","1-6-0","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.51","HiSeq"
"5362-99","0-0-3","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"5367-98","27-36-8","4","8","2","1",NA,"4","4","8","2","8",NA,"4","3.69","6.92","1.3","1.34","0.99","3.99","HiSeq"
"5377-98","27-36-8","4","4","1","1",NA,"4","4","8","2","8",NA,"4","3.69","6.92","1.3","1.34","0.99","3.99","HiSeq"
"5387-00","15-12-18","4","2","1","2",NA,"4","4","2","1","2","1","4","2.77","1.93","0.58","1.2","1.07","3.85","HiSeq"
"5395-05","8-29-11","0.25","0.12","0.06","0.06","0.5","0.5","0.12","0.12","0.06","0.06","0.5","0.5","0.17","0.1","0.06","0.06","0.5","0.5","HiSeq"
"5399-00","1-0-0","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"5401-00","23-0-2","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"5412-99","15-12-18","4","2","1","2",NA,"4","4","2","1","2","1","4","2.77","1.93","0.58","1.2","1.07","3.85","HiSeq"
"5416-00","23-0-11","0.06","0.06","0.06","0.06",NA,"0.5","0.06","0.06","0.06","0.06","0.5","0.5","0.05","0.05","0.06","0.06","0.5","0.5","HiSeq"
"5422-99","1-0-78","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.04","0.04","0.06","0.06","0.5","0.5","HiSeq"
"5431-99","23-26-2","0.03","0.03","0.06","0.06",NA,"0.5","0.06","0.06","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.51","HiSeq"
"5432-00","13-31-73","2","1","0.25","0.5",NA,"4","2","2","0.5","1","1","4","1.87","1.49","0.45","0.9","0.84","3.67","HiSeq"
"5433-99","2-0-64","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"5448-07","2-0-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"5454-99","0-0-3","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"5466-98","27-36-8","4","8","1","1",NA,"4","4","8","2","8",NA,"4","3.69","6.92","1.3","1.34","0.99","3.99","HiSeq"
"5486-02","0-0-83","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"5493-04","34-41-56","2","2","0.5","1",NA,"4","2","1","0.25","0.5","0.5","4","1.69","1.45","0.4","0.79","0.77","3.59","HiSeq"
"5567-04","1-2-2","0.03","0.03","0.06","0.06","0.5","0.5","0.06","0.06","0.06","0.25",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"5569-02","23-26-34","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"5598-03","23-26-34","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"5626-01","1-0-0","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"5630-98","2-0-0","0.03","0.03",NA,NA,NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"5631-98","1-0-0","0.03","0.03",NA,NA,NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"5633-98","0-0-2","0.03","0.03",NA,NA,NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"5636-02","23-0-0","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"5637-00","0-0-2","0.12",NA,"1",NA,NA,NA,"0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"5670-99","15-12-18","4","2","1","2",NA,"4","4","2","1","2","1","4","2.77","1.93","0.58","1.2","1.07","3.85","HiSeq"
"5697-99","13-31-73","2","1","0.25","1",NA,"4","2","2","0.5","1","1","4","1.87","1.49","0.45","0.9","0.84","3.67","HiSeq"
"5720-99","23-26-34","0.06","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"5740-99","0-0-3","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"5745-99","0-0-88","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.51","HiSeq"
"5748-02","15-12-18","2","2","0.5","1",NA,"4","4","2","1","2","1","4","2.77","1.93","0.58","1.2","1.07","3.85","HiSeq"
"5753-00","23-26-2","0.03","0.03","0.06","0.06",NA,"0.5","0.06","0.06","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.51","HiSeq"
"5754-00","2-3-2","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"5756-99","1-0-0","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"5762-99","15-12-18","4","2","1","2",NA,"4","4","2","1","2","1","4","2.77","1.93","0.58","1.2","1.07","3.85","HiSeq"
"5773-06","0-0-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"5775-99","2-0-0","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"5779-99","0-1-1","0.25","0.06","0.06","0.12",NA,"0.5","0.25","0.03","0.06","0.12","0.5","0.5","0.2","0.04","0.06","0.11","0.5","0.51","HiSeq"
"5781-03","0-0-3","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"5784-05","0-29-11","0.12","0.12","0.06","0.06","0.5","0.5","0.12","0.06","0.06","0.06","0.5","0.5","0.12","0.08","0.06","0.06","0.5","0.5","HiSeq"
"5787-06","18-17-8","4","4","1","2","1","4","4","4","1","1","1","4","2.22","2.15","0.64","0.85","1.03","3.83","HiSeq"
"5798-99","0-0-0","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"5808-04","2-0-6","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"5812-99","2-0-2","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"5817-03","23-0-0","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"5817-99","2-4-0","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"5834-99","2-0-0","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"5851-99","0-0-0","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"5869-99","56-48-94","0.12","0.06","0.06","0.06",NA,"0.5","0.12","0.12","0.06","0.12",NA,"0.5","0.21","0.11","0.07","0.11","0.5","0.52","HiSeq"
"5875-99","23-26-34","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"5877-99","2-4-0","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"5880-99","0-0-2","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"5883-99","0-0-3","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"5904-99","12-0-0","0.03","0.03",NA,NA,NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"5911-99","2-4-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"5951-01","0-0-71","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"5993-07","2-4-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"5993-99","55-60-91","0.12","0.12",NA,"0.12",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.15","0.14","0.08","0.12","0.54","0.58","HiSeq"
"5999-99","15-12-18","0.5","0.5","0.25","0.5",NA,"2","4","2","1","2","1","4","2.77","1.93","0.58","1.2","1.07","3.85","HiSeq"
"6002-01","2-0-0","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"6023-01","0-0-0","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"6023-03","2-0-0","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"6025-03","15-12-18","2","1","0.5","0.5",NA,"4","4","2","1","2","1","4","2.77","1.93","0.58","1.2","1.07","3.85","HiSeq"
"6035-07","13-11-16","8","4","1","2","2","4","2","2","1","0.25","0.5","2","2.63","4.87","0.92","1.07","0.9","3.61","HiSeq"
"6042-07","2-78-3","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"6048-01","2-0-0","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"6065-04","1-0-6","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.51","HiSeq"
"6072-07","0-0-0","0.03","0.03","0.12","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"6073-02","2-0-0","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"6103-03","0-29-11","0.06","0.06","0.06","0.06","0.5","0.5","0.12","0.06","0.06","0.06","0.5","0.5","0.12","0.08","0.06","0.06","0.5","0.5","HiSeq"
"6143-05","0-10-14","0.03","0.03","0.06","0.12","0.5","0.5","0.06","0.03","0.06","0.12","0.5","0.5","0.07","0.03","0.06","0.13","0.5","0.52","HiSeq"
"6161-00","23-26-2","0.03","0.03","0.06","0.06",NA,"0.5","0.06","0.06","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.51","HiSeq"
"6163-00","2-0-0","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"6205-04","0-0-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"6223-04","23-26-2","0.03","0.03","0.06","0.06",NA,"0.5","0.06","0.06","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.51","HiSeq"
"6223-99","0-4-0","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"6226-00","0-0-3","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"6228-99","0-0-3","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"6236-99","1-0-0","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"6275-99","54-61-92","4","2","1","4",NA,"4","0.25","0.25","0.12","0.12",NA,"0.5","0.29","0.28","0.14","0.18","0.65","0.78","HiSeq"
"6279-99","23-26-2","0.03","0.03","0.06","0.06",NA,"0.5","0.06","0.06","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.51","HiSeq"
"6283_99","0-0-0","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"6294-03","2-39-50","0.12","0.12","0.12","0.12",NA,"0.5","0.03","0.03","0.06","0.12",NA,"0.5","0.11","0.14","0.1","0.16","0.5","0.61","HiSeq"
"6298-03","1-0-0","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"6299-03","2-39-50","0.12","0.12","0.12","0.12",NA,"0.5","0.03","0.03","0.06","0.12",NA,"0.5","0.11","0.14","0.1","0.16","0.5","0.61","HiSeq"
"6305-03","2-39-50","0.12","0.12","0.12","0.12",NA,"0.5","0.03","0.03","0.06","0.12",NA,"0.5","0.11","0.14","0.1","0.16","0.5","0.61","HiSeq"
"6311-99","15-14-96","8","8","1","8",NA,"4","2","4","1","1",NA,"4","4.2","7.92","1.12","4.33","2.19","3.52","HiSeq"
"6319-03","0-4-0","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"6325-99","27-36-8","4","8","1","2",NA,"4","4","8","2","8",NA,"4","3.69","6.92","1.3","1.34","0.99","3.99","HiSeq"
"6338-00","17-15-22","1","0.12","0.12","0.25",NA,"1","0.5","0.5","0.25","0.25",NA,"0.5","0.47","0.09","0.13","0.19","0.53","0.59","HiSeq"
"6338-03","27-36-8","4","8","2","1",NA,"4","4","8","2","8",NA,"4","3.69","6.92","1.3","1.34","0.99","3.99","HiSeq"
"6339-99","2-0-0","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"6350-03","0-4-0","0.25","0.12","0.12","0.5",NA,"2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"6352-03","27-36-8","4","8","1","1",NA,"4","4","8","2","8",NA,"4","3.69","6.92","1.3","1.34","0.99","3.99","HiSeq"
"6354-03","23-0-2","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"6355-01","1-0-54","0.03","0.03","0.06","0.06",NA,"0.5","0.06","0.03","0.06","0.06",NA,"0.5","0.05","0.03","0.06","0.07","0.5","0.5","HiSeq"
"6356-00","23-0-11","0.06","0.03","0.06","0.06",NA,"0.5","0.06","0.06","0.06","0.06","0.5","0.5","0.05","0.05","0.06","0.06","0.5","0.5","HiSeq"
"6357-99","27-36-8","0.5","1","0.12","0.12",NA,"1","4","8","2","8",NA,"4","3.69","6.92","1.3","1.34","0.99","3.99","HiSeq"
"6366-99","1-2-12","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.04","0.03","0.06","0.06","0.5","0.5","HiSeq"
"6378-99","57-63-47","4","2","0.5","2",NA,"4","2","2","0.25","1",NA,"4","1.86","1.62","0.46","0.93","0.8","3.82","HiSeq"
"6379-99","19-39-46","0.5","0.5","0.12","0.25",NA,"1","0.25","0.25","0.12","0.12",NA,"1","0.41","0.43","0.14","0.21","0.53","1.38","HiSeq"
"6466-07","0-29-11","0.06","0.12","0.06","0.06","0.5","0.5","0.12","0.06","0.06","0.06","0.5","0.5","0.12","0.08","0.06","0.06","0.5","0.5","HiSeq"
"6513-01","0-4-0","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"6516-99","0-0-2","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"6518-99","15-12-18","4","2","1","2",NA,"4","4","2","1","2","1","4","2.77","1.93","0.58","1.2","1.07","3.85","HiSeq"
"6521-99","47-65-100","2","0.5","0.25","2",NA,"4","4","2","0.5","8","4","4","1.22","0.53","0.19","0.91","0.97","3.37","HiSeq"
"6526-03","1-2-2","0.03","0.03","0.06","0.06",NA,"0.5","0.06","0.06","0.06","0.25",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"6528-99","23-26-34","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"6539-99","0-29-11","0.12","0.06","0.06","0.06",NA,"0.5","0.12","0.06","0.06","0.06","0.5","0.5","0.12","0.08","0.06","0.06","0.5","0.5","HiSeq"
"6542-99","2-6-0","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"6549-07","11-0-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.04","0.03","0.06","0.06","0.5","0.5","HiSeq"
"6578-04","0-0-0","0.03","0.03","0.06","0.12",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"6583-99","0-0-2","0.03","0.03",NA,NA,NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"6605-01","23-26-2","0.03","0.03","0.06","0.06",NA,"0.5","0.06","0.06","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.51","HiSeq"
"6752-04","0-0-2","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"6779-05","1-2-2","0.03","0.03","0.06","0.06","0.5","0.5","0.06","0.06","0.06","0.25",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"6793-05","2-0-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"6794-05","0-0-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"6827-06","2-0-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"6848-04","2-3-2","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"6895-06","13-11-16","4","8","1","2","1","4","2","2","1","0.25","0.5","2","2.63","4.87","0.92","1.07","0.9","3.61","HiSeq"
"6935-04","2-0-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"6961-03","15-12-18","1","1","0.5","0.5",NA,"4","4","2","1","2","1","4","2.77","1.93","0.58","1.2","1.07","3.85","HiSeq"
"6966-03","27-36-8","4","8","2","1",NA,"4","4","8","2","8",NA,"4","3.69","6.92","1.3","1.34","0.99","3.99","HiSeq"
"6972-03","2-0-0","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"6981-03","23-0-3","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"6985-03","23-0-2","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"7015-03","0-29-11","0.12","0.06","0.06","0.06",NA,"0.5","0.12","0.06","0.06","0.06","0.5","0.5","0.12","0.08","0.06","0.06","0.5","0.5","HiSeq"
"7022-99","12-0-6","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.51","HiSeq"
"7031-99","42-42-8","2","1","0.5","0.5",NA,"4","2","1","0.5","1","1","4","1.63","1.57","0.49","0.68","0.86","2.75","HiSeq"
"7051-03","23-0-11","0.03","0.03","0.06","0.06",NA,"0.5","0.06","0.06","0.06","0.06","0.5","0.5","0.05","0.05","0.06","0.06","0.5","0.5","HiSeq"
"7060-03","2-0-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"7066-99","23-26-34","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"7067-99","0-0-95","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.52","HiSeq"
"7073-99","2-6-10","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"7077-05","8-0-11","0.06","0.06","0.06","0.06","0.5","0.5","0.12","0.12","0.06","0.06","0.5","0.5","0.1","0.06","0.06","0.06","0.5","0.5","HiSeq"
"7087-05","2-0-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"7090-07","2-0-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"7102-99","2-0-2","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"7109-99","0-0-0","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"7111-99","2-0-64","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"7114-99","9-0-3","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"7116-99","23-6-2","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"7117-99","8-29-11","0.25","0.12","0.06","0.06",NA,"0.5","0.12","0.12","0.06","0.06","0.5","0.5","0.17","0.1","0.06","0.06","0.5","0.5","HiSeq"
"7142-99","0-0-0","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"7143-99","0-0-0","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"7149-99","23-0-2","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"7151-99","1-0-0","0.03","0.03",NA,NA,NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"7175-99","36-34-44","0.25","0.25","0.06","0.25",NA,"1","0.06","0.03","0.06","0.06",NA,"0.5","0.16","0.07","0.06","0.11","0.5","0.51","HiSeq"
"7234-03","2-6-10","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"7247-99","27-38-52","8","8","2","4",NA,"4","4","8","1","2","1","4","3.9","8.47","1.06","6.18","3.44","3.61","HiSeq"
"7255-99","27-36-96","8","16","2","8",NA,"4","4","8","2","8",NA,"4","4.25","8.24","1.67","6.13","3.38","3.88","HiSeq"
